ID	Category	AutoTags	Title	Tags	Description	URL	LicenseName	LicenseURL	Author
bed-15	bed		ImmortalDream	bed,sleep,bedroom,immortaldream,architecture,interior,wooden,nightstand,cushion,plaid,bedding,throw,blanket,coverlet,pillow,cloth,cloth,fabric,covering,satin,golden,red,silver,oak,white		https://www.cgtrader.com/free-3d-models/interior/bedroom/immortaldream	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	happy1988
bench-1	bench		Wooden Dining bench	furniture,wood,interior,cornerseat,dining,dinner,orange,architecture,modern,design,other	A wooden bench with orange Velvet for Dining Room.	https://www.cgtrader.com/free-3d-models/furniture/other/wodden-dining-cornerseat	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	pototom
bench-2	bench		banco bench	banco,bench,sit,edson,lopes,furniture,outdoor		https://www.cgtrader.com/free-3d-models/furniture/outdoor/banco-bench--5	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	edson-lopes
bench-3	bench		Piano Bench	piano,bench,chair,sit,play,free,vray,metal,sitting,steel,chrome,black,leather,seat,modern,design,model,comfort,comfortable,furniture		https://www.cgtrader.com/free-3d-models/furniture/chair/piano-bench-6895f618-d54b-44d4-9f9f-f733efeed051	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	cgcentury
bench-4	bench		Wooden Bench	furniture,wood,interior,bench,sofa,cushion,single,double,pew,couch,cafe,restaurant,lounge,exterior,room		https://www.cgtrader.com/free-3d-models/furniture/sofa/wooden-bench-25c9f4ed-84cf-4cc7-9ed1-860bab737262	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Eetaon
bench-5	bench		Old bench	furniture,wood,bench,seat,wooden,architectural,street		https://www.cgtrader.com/free-3d-models/architectural/street/old-bench-4c6c436a-8bee-4587-88bc-fcecacfa489f	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	elisavetastoimenova
bench-6	bench		Cream Double Bench	benches,layla grayce,upholstery,fabric,brass,painted metal,classical design,living,bedroom		https://www.cgtrader.com/free-3d-models/furniture/chair/c-d-b	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
bench-7	bench		B1 by ODESD2	benches,odesd2,odesd2 team,solid wood,oak,outdoor,urban,furniture,chair		https://www.cgtrader.com/free-3d-models/furniture/chair/b1	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
bench-8	bench		bench Lapalma Otium	lapalma,otium,bench,model,v ray,vray,3d,furniture,sofa,couch		https://www.cgtrader.com/free-3d-models/furniture/sofa/3d-model-of-bench-lapalma-otium	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	rnax
bench-9	bench		Alexis Bench	minimalist,furniture,seat,chair,contemporary,upholstery,scandinavian		https://www.cgtrader.com/free-3d-models/furniture/chair/alexis-bench	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	ncbuys-416012
bench-10	bench		Bench	bench,furniture,chair,sofa,garden,seat,furnishing,pouf,seating,park,3d,model,blender,other		https://www.cgtrader.com/free-3d-models/furniture/other/bench-bfe526e5-d578-4c7d-92cb-fee290b15d32	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	stagm
bench-11	bench		Medieval bench	medieval,bench,antique,old,wood,furniture,other	Medieval wooden bench.	https://www.cgtrader.com/free-3d-models/furniture/other/medieval-bench-5e95b889-470c-4182-a0a4-486358fa48d9	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Hrisan3d
bench-12	bench		T3 Bench by KA Design	benches,seating objects,ka design,joachim kleine allekotte,solid wood,contemporary design,outdoor,furniture,chair		https://www.cgtrader.com/free-3d-models/furniture/chair/t3-bench	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
bench-13	bench		B2 by ODESD2	benches,odesd2,odesd2 team,solid wood,oak,contemporary design,living,furniture,chair		https://www.cgtrader.com/free-3d-models/furniture/chair/b2	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
bench-14	bench		Bench	benches,2 seater,benches,n a,zaha hadid,aluminum,contemporary design,outdoor,urban,furniture,sofa		https://www.cgtrader.com/free-3d-models/furniture/sofa/bench-5969b98e-61af-4dc8-8598-14421c08480f	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
bench-15	bench		Wood and metal bench	wood,metal,seat,park,walk,park,stop,design,modern,furniture,chair,waiting,wait,steel,walking,sitting,exterior,street		https://www.cgtrader.com/free-3d-models/exterior/street/wood-and-metal-bench	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	3DYR
cabinet-1	cabinet		Old Wooden Cabinet			https://assetstore.unity.com/packages/3d/props/furniture/old-wooden-cabinet-106249	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Tatiana Gladkaya
cabinet-2	cabinet		Cabinet Hutch	cabinet,hutch,storage,furniture,drawers,wine		https://www.cgtrader.com/free-3d-models/furniture/cabinet/cabinet-hutch	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	BSW2142
cabinet-3	cabinet		Close with doors Poliform	wood,drawer,door,cabinet,cabinet,empty,wooden,cupboard,furniture,doorway,lock,storage,dresser,package,gilded,entry,safe,exit,door handle,building component		https://www.cgtrader.com/free-3d-models/furniture/cabinet/close-with-doors-poliform-ikea	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	AmazingRenders
cabinet-4	cabinet		Old classic cabinet	cabinet,low-poly,pbr,unity,unreal,v-ray,classic,old,4k,game,asset		https://www.turbosquid.com/3d-models/3d-model-low-poly-classic-old-cabinet-1210936	TurboSquid Royalty Free License	https://blog.turbosquid.com/royalty-free-license	?PatulianGray
cabinet-5	cabinet		Document Cabinet	Document,file,cabinet,filing,storage,office,industrial,dirty,old,green,prop,furniture,documents,tomoplace		https://www.turbosquid.com/3d-models/document-cabinet-3d-model-1497629	TurboSquid Royalty Free License	https://blog.turbosquid.com/royalty-free-license	?Tomoplace
cabinet-6	cabinet		Cabinet	unity,blender,cabinet,wood,free,storage,game,mobile,3d,model,interior,office,home,living,room,house		https://www.cgtrader.com/free-3d-models/interior/office/cabinet-9c96d819-f04d-4635-b2c8-d199996688a1	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Nosferatu
cabinet-7	cabinet		Medical metal cabinet 13-FP243	medical,cabinet,metal,with,glass,door,shelves,13 fp243,furniture,other		https://www.cgtrader.com/free-3d-models/furniture/other/medical-metal-cabinet-13-fp243	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	pavelbarkov
cabinet-8	cabinet		Wooden TV Cabinet	cabinet,sideboard,wooden,furniture,glass,door,drawer,wood,3d,modeling,interior,room,bookcase,design,dresser,bright,reflection,refraction,wall mirror,storage		https://www.cgtrader.com/free-3d-models/furniture/cabinet/wooden-tv-cabinet-0ff06e06-9b37-4fed-b929-85abe9fd2be4	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	jaexn
cabinet-9	cabinet		HEMNES cabinet	cabinet,furniture,kitchen cabinet,interior,kitchen furniture,furniture		https://www.cgtrader.com/free-3d-models/furniture/cabinet/hemnes-cabinet--6	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	hint
cabinet-10	cabinet		Old Soviet Cabinet			https://assetstore.unity.com/packages/3d/props/interior/old-soviet-cabinet-123910	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	ALP8310
cabinet-11	cabinet		Cabinet	cabinet,drawer,furniture,livingroom,office,wood,modern,interior,other		https://www.cgtrader.com/free-3d-models/interior/other/cabinet-d76fc584-dc6c-446c-b0a8-83d8f8f07b09	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	mimeste
cabinet-12	cabinet		Shoe Cabinet	modern,furniture,shoe,cabinet,drawers,fitout,interior,design,architecture,wood,danish,spacescan	A nice free modern shoe cabinet	https://www.turbosquid.com/3d-models/shoe-cabinet-model-1762986	TurboSquid Royalty Free License	https://blog.turbosquid.com/royalty-free-license	SPACESCAN
cabinet-13	cabinet		Movable Type cabinet	glass,simple,movable,type,cabinet,furniture		https://www.cgtrader.com/free-3d-models/furniture/cabinet/movable-type-cabinet	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	son-of-the-wind
cabinet-14	cabinet		WEWOOD - Scarpa W sideboard	wood,furniture,design,interior,wooden,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/wewood-scarpa-w-sideboard	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	yoshinari
cabinet-15	cabinet		THE BAR CABINET	wood,family,mirror,art,residental,houseware,reflection,contemporary,shine,luxury,texture,design,furniture,abstract,bar,cabinet,alcohol,interior,other	This is moroccan style Bar Cabinet.?	https://www.cgtrader.com/free-3d-models/interior/other/the-bar-cabinet	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	3doculardesign
chair-1	chair		Wooden Chair 2		Another wooden chair design.	https://www.3dmodelscc0.com/model/wooden-chair-2	CC0 1.0 Universal Public Domain Dedication	https://creativecommons.org/publicdomain/zero/1.0/	3DModelsCC0
chair-2	chair		Wooden Chair		Common looking wooden chair.	https://www.3dmodelscc0.com/model/wooden-chair	CC0 1.0 Universal Public Domain Dedication	https://creativecommons.org/publicdomain/zero/1.0/	3DModelsCC0
chair-3	chair		Chair		Chair with slightly worn leather cushions.	https://www.3dmodelscc0.com/model/chair	CC0 1.0 Universal Public Domain Dedication	https://creativecommons.org/publicdomain/zero/1.0/	3DModelsCC0
chair-4	chair		CADEIRA Armrest Costa Beach	chair,black,design,armchair,furniture		https://www.cgtrader.com/free-3d-models/furniture/chair/cadeira-armrest-costa-beach	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	diegopuc
chair-5	chair		Torkel Chair	chair,furniture,office,interior,room,design,scenes,armchair,architectural,commercial,lounge chair		https://www.cgtrader.com/free-3d-models/interior/office/torkel-chair	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	skefalacca
chair-6	chair		ahrend 230 seat	ahrend,230,seat,high,back,furniture,chair		https://www.cgtrader.com/free-3d-models/furniture/chair/ahrend-230-seat	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	peetpjotter1000
chair-7	chair		Eames DSW	chair,dsw,eames,plastic,vitra,disposable,waste,furniture		https://www.cgtrader.com/free-3d-models/furniture/chair/eames-dsw	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	irmin
chair-8	chair		free School Chair PBR low-poly 3d model	chair,furniture,seat,interior,school,pbr,game asset,low poly	3D model of School Chair?with 2 set of texture (clean and dirty). A low-poly and game ready asset. Suitable for school/class scene in your game.	https://www.cgtrader.com/free-3d-models/furniture/chair/school-chair-pbr	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Rizky Alamsyah
chair-9	chair		Wood Chair	chair,wood,antique,free,seat,old,furniture,body poly,body poly		https://www.cgtrader.com/free-3d-models/furniture/chair/wood-chair-6303ae31-b0b9-446e-affe-04ec8ec0a004	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	andersonflat
chair-10	chair		Chair Aplotta textile Free low-poly 3D model	furniture,leather,chair,seat,upholstery,pillow,brown,soft,frame,light,modern,loft,suede,dining,textiles,interior,living,room,living room,lounge chair	Chair Aplotta the original and simple design of the chair is well suited to the interior style loft ?reated a model	https://www.cgtrader.com/free-3d-models/interior/living-room/chair-aplotta	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	buzoverov
chair-11	chair		002vintage foldingchair metal render ready vray Free 3D model	chair,furniture,seat,comfort,easel,contemporary,seating,metal,3d,3d model,design,interior		https://www.cgtrader.com/free-3d-models/furniture/chair/002vintage-foldingchair-metal-render-ready-vray	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	tenarchstudio
chair-12	chair		Gamer chair Free low-poly 3D model	leather,chair,furniture,gaming,video game,gamer,contemporary,chrome,fashion,stroboscope,art		https://www.cgtrader.com/free-3d-models/furniture/chair/gamer-chair-73eb8596-ced5-4412-94e6-d008ad81e3d2	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	cgnewbie
chair-13	chair		Black Leather Chair Free low-poly 3D model	leather,chair,black,interior,seating,furniture,archviz,decoration,lounge chair,armchair,elegant,free,seat,minimalist,fashion,comfort		https://www.cgtrader.com/free-3d-models/furniture/chair/black-leather-chair-d69d98b6-c3c5-44ce-8a67-e2b7a6803d56	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	ibotpl
chair-14	chair		Boomerang HM1 Lounge Chair Free 3D model	boomerang,hm1,lounge,chair,hvidt,molgaard,interior,furniture,living,room,mid,century,architecture,design,archviz,blender,cycles,wood,living room	The Boomerang HM1 Lounge Chair designed by Hvidt & M?lgaard for the brand &Tradition.	https://www.cgtrader.com/free-3d-models/interior/living-room/boomerang-hm1-lounge-chair	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	alvaroguerra
chair-15	chair		Rocking Chair Free 3D model	rockingchair,classicchair,armchair,antique,classic,luxury,elegant,leather,retro,furniture,chair		https://www.cgtrader.com/free-3d-models/furniture/chair/rocking-chair-4e8c83bc-972b-4bd1-9108-bec77281b720	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	kaidesign
chest-1	chest		Altesan chifonier	furniture,chiffonier,ornamental,interior,commode,chest,of,drawers,home,wood,storage,family,drawer,crate,other	artisan chifonier with a rustic finish,used for bedroom or bathroom.	https://www.cgtrader.com/free-3d-models/furniture/other/chiffonier-artesano	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Credisaim
chest-2	chest		Chest of drawers	drawer,sideboard,vintage,chestofdrawers,sidetable,pastel,pastelcolors,walnut,console,decor,interior,living,room,living room		https://www.cgtrader.com/free-3d-models/interior/living-room/chest-of-drawers-b267eeed-8bf8-41bc-a319-55c1253c0a80	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	yomnaelsayed8
chest-3	chest		Convenient Chest of Drawers	chest,drawers,commode,convenient,detailed,furniture,other		https://www.cgtrader.com/free-3d-models/furniture/other/convenient-chest-of-drawers	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	sawaxe
chest-4	chest		Wooden Chest	chest,drawers,wooden,furniture,storage,furniture,other		https://www.cgtrader.com/free-3d-models/furniture/other/wooden-chest--7	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	sawaxe
chest-5	chest		Chest of drawers	furniture,drawer,retro,interior,family,dresser,cabinet,wood		https://www.cgtrader.com/free-3d-models/furniture/cabinet/drawer-chest-d8674736-36da-4d58-8d0d-375785cebe1f	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Tiero-Z
chest-6	chest		Chest of drawers	chest,of,drawers,comm1ode,design,furniture,other		https://www.cgtrader.com/free-3d-models/furniture/other/chest-of-drawers-0f019e27-1392-407d-9e38-bafe1d9e53dc	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	alexdizz
chest-7	chest		Chest of Drawers	furniture,wood,drawer,interior,storage,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/chest-of-drawers-752d7904-fe56-4d8c-8ff6-e3de4a34765a	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	hcmkhadexor
chest-8	chest		Chest Of Drawers	drawer,retro,furniture,storage,wood,chest,antique,table,decor,brown,interior,other		https://www.cgtrader.com/free-3d-models/furniture/other/chest-of-drawers-88c89afd-01d9-4829-980b-db4806c66522	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	autumnborn
chest-9	chest		chest	chest,box,case,bin,storage,furniture,cabinets,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/chest--13	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	edoncov
chest-10	chest		Chest of Drawers	drawers,interior,furniture,wood,cabinet,storage,chest,bedroom,dining,lounge,timber,decor,furnishing,houseware		https://www.cgtrader.com/free-3d-models/furniture/cabinet/chest-of-drawers-58488f7a-0a0c-4953-be98-4456a9a61ec8	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	blorestudio
chest-11	chest		Commode SONGESAND 6-drawer chest	pbr,chest,cabinet,commode,furniture,room,bedroom,interior,dresser,storage,cabin,minimalist,ikea,drawers,living,songesand		https://www.cgtrader.com/free-3d-models/interior/bedroom/commode-songesand-6-drawer-chest	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	chakshy
chest-12	chest		Chest of drawers	furniture,drawer,one,wood,red,interior,contemporary,dresser,room,house,storage,metal,glassines,vray,corona		https://www.cgtrader.com/free-3d-models/interior/house/chest-of-drawers-265e1792-6bfc-4f99-96f3-526b30d39207	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	wisdomletter
chest-13	chest		Stand Wood TV	bed,room,bedroom,chest,chestdrawer,storage,dresser,sleep,locker,wood,metal,brown,lock,sideboard,3d,3dmodel,3dsmax,3dmax,vray,interior		https://www.cgtrader.com/free-3d-models/interior/bedroom/stand-wood-tv	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	AmazingRenders
chest-14	chest		Commode MALM 4-drawer chest	,chest,cabinet,commode,furniture,room,bedroom,interior,dresser,storage,pbr,cabin,minimalist,ikea,drawers,living,malm		https://www.cgtrader.com/free-3d-models/interior/bedroom/commode-malm-4-drawer-chest	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	chakshy
chest-15	chest		Wooden Drawer Cabinet Storage	cabinet,drawer,furniture,interior,wood,household,bedroom,shelf,storage,furnishing,dresser,chest,room,book,art and medium		https://www.cgtrader.com/free-3d-models/furniture/cabinet/wooden-drawer-cabinet-storage-3d-model	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	swapnilFX
couch-1	couch		Couch Williams 302	couch,blender,furniture,interior,design,modern,sofa,cycles,wireframe,cushion,blanket		https://www.cgtrader.com/free-3d-models/furniture/sofa/couch-williams-302	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	alexis16715
couch-2	couch		JYSK MARIAGER inspired couch	couch,sofa,jysk,archviz,furniture,architecture,cloth,grey,interior,scandinavian,comfort,sitting,fabric,seat,modern,divan		https://www.cgtrader.com/free-3d-models/furniture/sofa/jysk-mariager-inspired-couch	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Narthoron
couch-3	couch		Kensington Upholstered Sofa RH	sofa,chesterfield,furniture,home,chester,couch	A masterful reproduction by Timothy Oulton of the classic Chesterfield style,our sofa evokes the grand gentlemen's club tradition.	https://www.cgtrader.com/free-3d-models/furniture/sofa/kensington-upholstered-sofa-rh	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	AndreLBV
couch-4	couch		Classic Sofa	furniture,sofa,fabric,damask,interior,glossy,photorealistic,living,classic,light,couch		https://www.cgtrader.com/free-3d-models/furniture/sofa/sofa-0001--2	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	fdrmt
couch-5	couch		Sofa with pleats	quality,3d,model,sofa,pleats,high,vray,furniture,couch,fbx,high quality		https://www.cgtrader.com/free-3d-models/furniture/sofa/sofa-with-pleats	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	rnax
couch-6	couch		Volpi Matilde Sofa	volpi,matilde,sofa,loveseat,couch,armchair,3d,model,cushion,pillow,vray,interior,living,room,modern,design,furniture,realistic,wood,obj		https://www.cgtrader.com/free-3d-models/furniture/sofa/volpi-matilde-sofa-and-armchair	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	facequad
couch-7	couch		Ire Armilla Sofa	ire,armilla,sofa,cotton,cloth,furniture,fabric,3dmodel,furnishings,textures,modern,fbx,chair,room,living,home,interior,couch		https://www.cgtrader.com/free-3d-models/furniture/sofa/ire-armilla-sofa	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	facequad
couch-8	couch		modern couch	couch,fabric,furniture,pillow,seating,sofa,contemporary,cushion,design,elegant,furnishings,interior,living,modern,relax,room,seat,leather,comfort,minimalist		https://www.cgtrader.com/free-3d-models/furniture/sofa/modern-couch-free-e20196c7-111d-4901-9e7f-3df3b94afe7d	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	kyta
couch-9	couch		Black leather sofa	leather,black,sofa,vintage,furniture,interior,oldtimer,living,couch		https://www.cgtrader.com/free-3d-models/furniture/sofa/black-leather-sofa--8	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	alessandrofarina
couch-10	couch		Leather Hachi sofa	couch,fabric,furniture,pillow,seating,sofa,contemporary,cushion,design,elegant,furnishings,interior,living,modern,relax,room,seat,chair	Modern,rustic,and industrial. The chair not only looks fabulous with the grain leather,but Darick Leather Arm Chair also accented with a matte black solid iron and wooden frame,and double-stitched seams. while the oak wood base and panels along the sides and back provide a stylized industrial look.	https://www.cgtrader.com/free-3d-models/furniture/sofa/leather-arm-chair-bff74563-a72b-4531-9800-3925eee1f90e	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	coltpratts
couch-11	couch		Ligne Roset Citta sofa	,sofas,seat,seating,upholstery,furniture,cushion,pillow,couch,settee,divan,ottoman,armchair,ligne,roset,free,download,sofa,fbx,fbx download,furniture download		https://www.cgtrader.com/free-3d-models/furniture/sofa/ligne-roset-citta-sofa-and-armchair	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	modelplusmodel
couch-12	couch		Higly detailed Sofa	sofa,furniture,sculpt,soft,mesh,couch,seating		https://www.cgtrader.com/free-3d-models/furniture/sofa/higly-detailed-3d-sofa-model	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	marcin-witalinski
couch-13	couch		Modern living room sofa	minimalism,sofa,furniture,seat,modern,comfort,chair,livingroom,interior,seating,homedecor,couch,home	a curved living room sofa with pillows to give a modern look,can be used in a living room or waiting room	https://www.cgtrader.com/free-3d-models/furniture/sofa/modern-living-room-sofa-a4f7bbd9-c7e8-42e7-b403-7d5bd3f57bf2	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	dallah3d
