_id	text	concreteness	valence	arousal	imageability	token_length_mean	token_length_median	token_length_std	sentence_length_mean	sentence_length_median	sentence_length_std	syllables_per_token_mean	syllables_per_token_median	syllables_per_token_std	n_tokens	n_unique_tokens	proportion_unique_tokens	n_characters	n_sentences	flesch_reading_ease	flesch_kincaid_grade	gunning_fog	automated_readability_index	coleman_liau_index	lix	rix	dependency_distance_mean	dependency_distance_std	prop_adjacent_dependency_relation_mean	prop_adjacent_dependency_relation_std	pos_prop_NOUN	pos_prop_ADP	pos_prop_PUNCT	pos_prop_DET	pos_prop_ADV	pos_prop_PROPN	pos_prop_ADJ	pos_prop_CCONJ	pos_prop_X	pos_prop_VERB	pos_prop_NUM	pos_prop_AUX	pos_prop_PRON	pos_prop_PART	pos_prop_SPACE
0939a13407e3f8e2ed69013707fc4bae	Schwarzes, rechteckiges Aufnahmegerät mit 4 Tasten und einem Lautsprecherelement.	5.802333333333333	5.399666666666666	3.736	5.688333333333333	7.888888888888889	6.0	5.526591162420395	9.0	9.0	0.0	2.7777777777777777	2.0	1.7497795275581802	9	9	1.0	73	1	-37.299999999999955	20.697777777777777	21.37777777777778	20.226666666666667	27.29777777777777	53.44444444444444	4.0	1.8181818181818181	0.0	0.5454545454545454	0.0	0.2727272727272727	0.09090909090909091	0.18181818181818182	0.09090909090909091			0.18181818181818182	0.09090909090909091			0.09090909090909091				
098b0b46f87bd787b19879fb250dc773	Fuchsfarbenes Bücherregal in Form eines Blätterlosen dicken verzweigten Astes. Verschiedene Bücher sind darauf zu finden.	4.575	6.192333333333334	3.6751111111111103	5.410666666666667	7.0	6.0	3.63318042491699	7.5	7.5	1.5	2.4	2.0	1.254325848148452	15	15	1.0	107	2	-3.8174999999999955	15.655000000000001	16.333333333333332	15.29	21.41333333333333	40.83333333333333	2.5	1.7571428571428571	0.04285714285714293	0.4642857142857143	0.035714285714285726	0.29411764705882354	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.058823529411764705		0.23529411764705882			0.058823529411764705		0.058823529411764705		0.058823529411764705	
098b123bba1b0baf34cb2a057b2daf06	Universal-Regal aus Holz.	5.8294999999999995	5.4075	2.8	6.0344999999999995	7.333333333333333	4.0	5.436502143433364	3.0	3.0	0.0	3.3333333333333335	1.0	3.2998316455372216	3	3	1.0	23	1	-78.20999999999998	24.913333333333338	14.533333333333331	14.61	17.45333333333333	36.33333333333333	1.0	1.25	0.0	0.5	0.0	0.25	0.25	0.25			0.25									
0c9afec822a2a8965e108c63a5d2d921	Bürostuhl auf Rollen mit Kopfstütze, einstellbarer Sitzhöhe, Federstärke und Armlehnenhöhe. Rote und schwarze Polsterung auf allen Oberflächen.	5.472666666666666	5.4785	3.2220833333333334	5.188083333333334	7.235294117647059	8.0	3.6060310879986126	8.5	8.5	1.5	2.4705882352941178	3.0	1.1939872429520257	17	15	0.8823529411764706	127	2	-10.804264705882332	16.87794117647059	24.576470588235296	16.898235294117647	23.26117647058823	61.44117647058824	4.5	1.8125	0.1875	0.5961538461538461	0.09615384615384615	0.3333333333333333	0.14285714285714285	0.19047619047619047	0.047619047619047616		0.047619047619047616	0.14285714285714285	0.09523809523809523							
0cc34201ff573ef730e718f9583150f0	Dunkelbraune Hochglanzkommode aus Echtholz. Drei breite Schubladen mit je einem goldfarbenen Metallgriff.	4.681	5.327000000000001	3.5598333333333336	5.032666666666667	7.666666666666667	7.0	4.307615994440028	6.0	6.0	2.0	2.5	2.0	1.4433756729740645	12	12	1.0	94	2	-10.754999999999995	16.25	19.06666666666667	17.68	24.346666666666675	56.0	3.0	1.8	0.19999999999999996	0.4222222222222222	0.0222222222222222	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.07142857142857142		0.21428571428571427				0.07142857142857142				
0d22de7fb80a37190609f5177214fdbc	Schlichte Schulbank und zugehöriger Stuhl mit grünen Metallbeinen. Ablagefach unter der Schreibtischplatte.	5.536375	5.367	3.221625	5.9243749999999995	7.833333333333333	7.5	4.355711448457327	6.0	6.0	2.0	2.4166666666666665	2.0	1.3819269959814167	12	12	1.0	96	2	-3.7049999999999557	15.266666666666666	15.733333333333333	18.464999999999996	25.326666666666664	56.0	3.0	1.6444444444444444	0.24444444444444446	0.4777777777777778	0.07777777777777778	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.07142857142857142		0.21428571428571427	0.07142857142857142							
0d22de7fb80a37190609f517722c7ea3	Großer Kleiderschrank mit Holzgerüst.	6.162	5.917333333333333	3.220333333333333	6.237333333333333	8.25	8.0	4.14578098794425	4.0	4.0	0.0	2.25	2.5	0.82915619758885	4	4	1.0	34	1	12.425000000000011	12.52	21.6	19.427500000000002	25.31	54.0	2.0	1.2	0.0	0.6	0.0	0.4	0.2	0.2				0.2								
0d22de7fb80a37190609f5177245b748	10-teilige Buchreihe mit goldenen Details und goldener Beschriftung auf dunkelgrünem Band.	5.236375000000001	6.094374999999999	3.6985	5.728875	7.181818181818182	8.0	3.325334756031251	11.0	11.0	0.0	2.5454545454545454	3.0	1.4993111365882401	11	11	1.0	80	1	-19.6754545454545	18.736363636363638	26.218181818181815	17.89636363636364	23.73818181818182	74.63636363636363	7.0	2.4166666666666665	0.0	0.5	0.0	0.3333333333333333	0.16666666666666666	0.08333333333333333				0.3333333333333333	0.08333333333333333							
0d55083ae4dae9557f372286bec7e831	Kleiner Schuhschrank aus Holz mit einfacher, abgerundeter Form in grauer Farbe mit vier Beinen und Schiebetüren.	5.0055000000000005	5.785	3.3529166666666668	5.403	5.9375	4.5	3.3813597486809948	16.0	16.0	0.0	1.9375	1.5	1.197327753791751	16	15	0.9375	97	1	26.682500000000005	13.5125	16.400000000000002	14.535625000000003	17.2625	47.25	5.0	3.1666666666666665	0.0	0.5	0.0	0.2777777777777778	0.2222222222222222	0.1111111111111111			0.05555555555555555	0.2222222222222222	0.05555555555555555			0.05555555555555555				
11d860de25e8d6bc6b691f1d250d01d0	Zweistöckiger Holzschreibtisch mit kleiner Ablagefläche oben sowie großer Arbeitsfläche. Sichtschutz auf allen drei Seiten.	5.055625	5.691625	3.0624999999999996	5.6263749999999995	7.714285714285714	6.0	4.199125273342592	7.0	7.0	2.0	2.2142857142857144	2.0	1.2637004294967236	14	14	1.0	110	2	12.401428571428596	13.26857142857143	14.228571428571428	18.404285714285713	25.33142857142857	49.857142857142854	3.0	2.0	0.0	0.41666666666666663	0.08333333333333334	0.3125	0.125	0.125	0.0625	0.0625		0.1875	0.0625			0.0625				
11d860de25e8d6bc6b691f1d2510cbd3	Schalenstuhl aus schwarzem Leder mit schwarzen Füßen.	5.7854	5.057	3.7478000000000002	6.1006	6.571428571428571	5.0	3.2007652146297256	7.0	7.0	0.0	2.142857142857143	2.0	0.8329931278350429	7	7	1.0	47	1	18.44428571428574	12.425714285714289	19.942857142857143	13.021428571428565	18.611428571428565	49.857142857142854	3.0	2.25	0.0	0.375	0.0	0.375	0.25	0.125				0.25								
11d860de25e8d6bc6b691f1d252e48c2	Marmorstatue mit dem Kopf von Albert Einstein auf einem Podest und einer Plakette mit der Aufschrift E=mc².	5.544666666666667	5.71375	3.6167499999999992	5.959666666666667	4.7368421052631575	3.0	2.880827828085055	19.0	19.0	0.0	1.5789473684210527	1.0	0.815364914991035	19	18	0.9473684210526315	91	1	53.97105263157897	10.451578947368422	11.810526315789474	10.38052631578947	10.494736842105258	40.05263157894737	4.0	2.35	0.0	0.55	0.0	0.3	0.2	0.05	0.2		0.1		0.05	0.1						
11d860de25e8d6bc6b691f1d253db947	Sitzhocker mit drei Holzbeinen und zylinderförmigem Polsterkissen. Hexagonales Muster auf Zylindermantel. Graue Zylinderoberfläche.	4.892	5.6845	3.34625	5.2875	8.923076923076923	10.0	5.075757441945729	4.333333333333333	4.0	2.0548046676563256	3.1538461538461537	3.0	2.213460703067409	13	13	1.0	119	3	-64.3787179487179	23.315384615384612	23.271794871794874	22.76435897435897	29.83692307692308	58.17948717948718	2.3333333333333335	1.2472222222222222	0.4944288387050354	0.5888888888888889	0.0684934889218775	0.375	0.125	0.1875				0.1875	0.0625			0.0625				
11d860de25e8d6bc6b691f1d2554d660	Asymmetrisches Wandregal aus Holz mit verschiedenen Büchern, Vasen und einem Magnolien-Ast in einer Holzvase.	5.572375	6.069625	3.0225	6.071125	6.714285714285714	5.0	3.9538150008851565	14.0	14.0	0.0	2.4285714285714284	2.0	1.6350747346085137	14	14	1.0	96	1	-12.832142857142827	18.52714285714286	19.885714285714286	17.19428571428572	21.565714285714282	56.857142857142854	6.0	2.125	0.0	0.5625	0.0	0.3125	0.1875	0.125	0.125		0.0625	0.125	0.0625							
11d91aafbd2edaf086445f1227118ef7	Couch bestehend aus zwei zueinander rechtwinkligen Holzplatten als Sitzfläche und Rückenlehne und zwei Holzplatten an den Seiten als Abschluss.	4.685363636363636	5.796818181818182	3.4192727272727272	4.928090909090908	6.526315789473684	5.0	3.718636154243304	19.0	19.0	0.0	2.0	1.0	1.1697953037312037	19	15	0.7894736842105263	125	1	18.350000000000023	15.420000000000002	22.33684210526316	18.80894736842105	21.016842105263155	61.10526315789473	8.0	3.4	0.0	0.55	0.0	0.3	0.2	0.05	0.05	0.1		0.1	0.1			0.1				
11da4c01c55ef910bc7af5a090c9a8f2	Grüner Schrank mit oben 6 Fächern und unten 2 Türen, silberne Beschläge und Griffe.	5.491666666666666	5.076	3.2700000000000005	5.869222222222223	4.857142857142857	5.0	2.3861847269271523	14.0	14.0	0.0	1.6428571428571428	1.5	0.7178482586514922	14	13	0.9285714285714286	70	1	53.639285714285734	9.255714285714287	11.314285714285715	8.447142857142854	10.64571428571428	42.57142857142857	4.0	3.4375	0.0	0.5	0.0	0.3125	0.0625	0.125		0.125		0.125	0.125			0.125				
11da4c01c55ef910bc7af5a090e307fc	Porzellanvase mit blauem Blumenmuster und abnehmbarem Deckel.	6.425	5.843	2.8174	6.522	7.714285714285714	6.0	3.917516914514883	7.0	7.0	0.0	2.7142857142857144	2.0	1.4846149779161804	7	7	1.0	55	1	-29.898571428571415	19.16857142857143	19.942857142857143	18.404285714285713	25.33142857142857	49.857142857142854	3.0	1.875	0.0	0.5	0.0	0.25	0.125	0.125			0.125	0.25	0.125							
11da4c01c55ef910bc7af5a090f1d3ba	Buchregal in kantiger Form einer Sprechblase.	4.917399999999999	5.4712	3.1626000000000003	5.1608	6.5	6.5	3.095695936834452	6.0	6.0	0.0	2.1666666666666665	2.5	0.8975274678557507	6	6	1.0	40	1	17.44500000000002	12.316666666666666	22.400000000000002	12.184999999999995	17.486666666666668	56.0	3.0	1.8571428571428572	0.0	0.42857142857142855	0.0	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.14285714285714285		0.14285714285714285	0.14285714285714285								
126f3d88205ecaec2238b42093c73871	Schreibtisch aus Metallunterbau und Holz Platte und Kabelverkleidung.	6.571	5.258749999999999	2.47275	6.36875	7.625	5.0	5.12195031213697	8.0	8.0	0.0	2.25	1.5	1.6393596310755	8	7	0.875	62	1	8.365000000000009	14.080000000000002	13.200000000000001	18.48375	25.334999999999997	45.5	3.0	2.111111111111111	0.0	0.6666666666666666	0.0	0.5555555555555556	0.1111111111111111	0.1111111111111111					0.2222222222222222							
12a88213427ad565721c7923f1170b9e	Blauer Tisch aus Metall. Ovale Form.	5.606	5.462999999999999	2.62975	5.6095	4.833333333333333	5.0	1.0671873729054748	3.0	3.0	1.0	1.5	1.5	0.5	6	6	1.0	31	2	76.89000000000003	3.2800000000000047	1.2000000000000002	2.8349999999999973	2.753333333333334	3.0	0.0	0.9333333333333333	0.26666666666666666	0.6333333333333333	0.033333333333333326	0.375	0.125	0.25				0.25								
12a88213427ad565721c7923f1660fab	Schrank aus dunklem Holz in Form eines Kleides. Mit 4 Schubladen und Knopfgriffen.	5.285111111111111	5.675777777777778	3.3027777777777776	5.812111111111111	5.230769230769231	4.0	3.092269421883351	6.5	6.5	1.5	1.5384615384615385	1.0	0.7457969011409736	13	13	1.0	70	2	70.08365384615385	5.098846153846157	8.753846153846155	6.456923076923076	10.40307692307692	44.96153846153847	2.5	1.7777777777777777	0.11111111111111105	0.5277777777777778	0.02777777777777779	0.4	0.2	0.13333333333333333	0.06666666666666667			0.06666666666666667	0.06666666666666667			0.06666666666666667				
13e95072abb0f239a0d3f138dd3e4943	Weißer Schrank mit vielen Türen und Schubladen, angelehnt an Apothekerschrank mit Arbeitsplatte aus Stein sowie Öffnung in der Mitte.	5.612166666666667	5.611249999999999	3.0430000000000006	5.97525	5.947368421052632	5.0	3.677437383065984	19.0	19.0	0.0	1.8421052631578947	2.0	0.9874559494365115	19	18	0.9473684210526315	115	1	31.70789473684212	13.556842105263158	16.02105263157895	16.082105263157892	17.61263157894737	50.578947368421055	6.0	1.9523809523809523	0.0	0.7142857142857143	0.0	0.38095238095238093	0.23809523809523808	0.09523809523809523	0.09523809523809523			0.047619047619047616	0.09523809523809523		0.047619047619047616					
13e95072abb0f239a0d3f138dd54fa93	32-Seitige Annäherung an Kugel aus Papier/Pappe, mit aufgedruckter Weltkarte und Länderbezeichnungen in englischer Sprache, nicht koloriert.	5.243916666666667	5.712	3.29575	5.416333333333333	7.117647058823529	6.0	4.377514107091542	8.5	8.5	7.5	2.5294117647058822	2.0	1.6130952000943635	17	17	1.0	125	2	-15.780735294117619	17.572058823529414	19.870588235294118	16.344117647058823	22.56941176470588	55.55882352941176	4.0	2.425	2.425	0.25	0.25	0.38095238095238093	0.19047619047619047	0.19047619047619047				0.09523809523809523	0.047619047619047616		0.047619047619047616				0.047619047619047616	
13e95072abb0f239a0d3f138dd628ec1	Plattenspieler mit geöffneter Abdeckung ohne eingelegte Schallplatte. Viele Dreher und Einstellmöglichkeiten.	5.249375	5.2364999999999995	3.3846249999999998	5.18175	8.818181818181818	9.0	5.236553026878061	5.5	5.5	1.5	2.909090909090909	3.0	1.443137078762504	11	11	1.0	99	2	-44.8565909090909	20.88227272727273	24.018181818181816	22.85363636363636	30.669090909090908	60.04545454545454	3.0	1.725	0.525	0.4875	0.11249999999999999	0.38461538461538464	0.15384615384615385	0.15384615384615385	0.07692307692307693			0.15384615384615385	0.07692307692307693							
13e95072abb0f239a0d3f138dd66a7a2	Staffelei aus Metall mit unbemalter großer Leinwand sowie Tisch mit zusätzlichen Regalen und Ablagen mit Farben, Pinseln und anderen Malutensilien.	5.718571428571428	5.858428571428571	3.1265714285714283	5.9628571428571435	6.3	6.0	2.9342801502242417	20.0	20.0	0.0	2.2	2.0	1.0770329614269007	20	17	0.85	128	1	0.41500000000002046	18.170000000000005	24.0	18.243000000000002	19.764	65.0	9.0	2.3181818181818183	0.0	0.5909090909090909	0.0	0.4090909090909091	0.18181818181818182	0.09090909090909091				0.18181818181818182	0.13636363636363635							
14ba8399cca14328580453c09908139b	Dekoratives einförmiges Objekt, gehalten in goldenem Standfußsockel, Sockel hat 3 Füße, goldfarbene Verzierungen auf roter Fläche des Objekts.	5.158272727272728	5.672090909090909	3.3315454545454553	5.417909090909092	6.722222222222222	6.0	3.7089314956610044	9.0	9.0	1.0	2.5	2.0	1.3437096247164249	18	18	1.0	125	2	-13.799999999999983	17.419999999999998	19.15555555555556	14.731666666666662	20.43777777777778	53.44444444444444	4.0	1.9666666666666668	0.13333333333333341	0.5	0.0	0.3181818181818182	0.09090909090909091	0.18181818181818182	0.045454545454545456			0.22727272727272727			0.045454545454545456	0.045454545454545456	0.045454545454545456			
15fcd6c53fb0bce3dee69211457a309a	Propeller förmiger, weißer Tischventilator mit 3 Geschwindigkeitsstufen und zuschaltbarer Schwenkfunktion.	6.813999999999999	5.261666666666667	3.0986666666666665	6.2459999999999996	9.5	8.5	6.328506932918696	10.0	10.0	0.0	3.1	3.0	1.8681541692269406	10	10	1.0	97	1	-65.57499999999999	24.890000000000004	28.0	28.314999999999998	37.099999999999994	70.0	6.0	2.1666666666666665	0.0	0.5833333333333334	0.0	0.3333333333333333	0.08333333333333333	0.16666666666666666				0.25	0.08333333333333333			0.08333333333333333				
184904a0bf11922baf6f9dd172e8e4eb	Dekoelement, Fischskulptur auf Holzwürfel.	5.7055	5.727499999999999	2.3765	5.385	9.25	10.5	3.766629793329841	4.0	4.0	0.0	2.5	2.5	1.118033988749895	4	4	1.0	39	1	-8.724999999999994	15.469999999999999	21.6	24.137500000000003	31.19	79.0	3.0	1.6666666666666667	0.0	0.5	0.0	0.5	0.16666666666666666	0.3333333333333333												
184904a0bf11922baf6f9dd172f024b9	Brauner Tisch, rechteckige Form, durchgehend furniert, einfarbig.	4.881	5.50425	2.92225	4.90625	7.857142857142857	8.0	2.5314350209527645	7.0	7.0	0.0	2.4285714285714284	2.0	1.178030178747903	7	7	1.0	59	1	-5.727142857142809	15.797142857142859	19.942857142857143	19.077142857142853	26.171428571428567	78.42857142857143	5.0	3.727272727272727	0.0	0.36363636363636365	0.0	0.18181818181818182		0.36363636363636365		0.18181818181818182		0.18181818181818182			0.09090909090909091					
