_id	_rev	$doctype	model	annotator	literal	sentimental	timeTaken	submitted
08d785ce29c14fc91901bb1cc1986e99	1-35d7c48de758f0644087f7115451ab86	description	decoration-4	35403ea166f98b24ad55f418bd54dc03	Kleine Plastik Windmühlen in zwei Vasen.	Geschmackloses Spielzeug für Dekozwecke.	00:02:47.2220467	2022-02-11T20:21:52.0231409+01:00
0939a13407e3f8e2ed69013707b07cb5	1-e36984d6a74df8a2c95e8bcb569527d2	description	bed-7	0939a13407e3f8e2ed69013707a619d4	Helles Holzbett mit Rückenlehne, zwei Kissen, einer Bettdecke mit einer weißen und einer gemusterten Seite und eine schwarze Decke.	Etwas altmodisch wirkendes Holzbett mit Rückenlehne und ebenso altmodisches Decke mit Kissen. Wirkt nicht sehr hochwertig. .	00:04:53.2665412	2022-02-13T15:51:24.5264574+01:00
0939a13407e3f8e2ed69013707c2e32a	1-fff44e2f0ac8faf4c440d292402e948d	description	cabinet-7	0939a13407e3f8e2ed69013707a619d4	Stehschrank auf Füßen mit türkiser Front, grauem Korpus und grauer Umrandung an der Front.	Stehschrank, der auf Grund der türkisen Front und dem grau, metallisch wirkendem Korpus eher in medizinischen Einrichtungen als in Wohnungen vorkommt.	00:04:28.3185344	2022-02-13T16:00:11.5092625+01:00
0939a13407e3f8e2ed69013707fc4bae	1-f68137c6782bcbf11a775ccaa477b812	description	electronics-6	0939a13407e3f8e2ed69013707a619d4	Schwarzes, rechteckiges Aufnahmegerät mit 4 Tasten und einem Lautsprecherelement.	Aufnamegerät, dass durch die Abrundungen der rechteckigen Form edel wirkt .	00:03:49.9706324	2022-02-13T16:27:07.2830699+01:00
098b0b46f87bd787b19879fb250dc773	1-8777a5344e627675957d2a50625ee379	description	shelf-9	b027bf49739ed54438a8380ea7697f65	Buchefarbenes Bücherregal in Form eines blätterlosen dicken verzweigten Astes. Verschiedene Bücher sind darauf zu finden.	Designermöbelstück. Wirkt naturnah und lebendig für ein Bücherregal.	00:01:59.5016570	2022-02-17T14:35:45.9649256+01:00
098b123bba1b0baf34cb2a057b2daf06	1-47c48ef2eb6baef3c9e8484b2b864c19	description	shelf-14	78ae0ae7bd9acce02df866c30bbfcb60	Universal-Regal aus Holz.	zum Verstauen von Büchern und Deko. günstig, in jedem Haushalt zu finden. .	00:01:27.6061913	2022-02-18T18:52:00.4181637+01:00
0c9afec822a2a8965e108c63a5d2d921	1-a83c9e4e801f346fdec47664c0e00f02	description	chair-12	ab35e1e97d64e0a0333ca2b4bed6778c	Bürostuhl auf Rollen mit einstellbarer Sitzhöhe, Federstärke und Armlehnenhöhe. Rot und schwarze Polsterung auf allen Oberflächen. Kopfkissen.	Bequemer Gaming-Stuhl mit reichlich Polsterung der zu langem Sitzen vor dem Computer einläd. Stabile Bauweise .	00:04:42.9040125	2022-02-21T18:50:07.8525239+01:00
0cc34201ff573ef730e718f9583150f0	1-4494d3a3a35b4a91adfcc564cb15e1b8	description	chest-8	26e7da5a5c74d748ed8f2e37df2f5816	Dunkelbraune Hochglanzkommode aus Echtholz. Drei breite Schubladen mit je einem goldfarbenen Metallgriff.	Sieht edel und hochwertig aus. Nicht sehr modern, aber neuwertig und langlebig. Möglicherweise antik.	00:04:15.1262651	2022-02-13T16:17:27.2390017+01:00
0d22de7fb80a37190609f5177214fdbc	1-0a414e1e91c3ff6487dfc63da3683cf1	description	desk-8	2a9ddca5eb578d86031f1ab0e2561fdd	Schlichte Schulbank und zugehöriger Stuhl mit grünen Metallbeinen. Ablagefach unter der Schreibtischplatte.	Retro Schulbank mit passendem Stuhl. Unter der Tischplatte ist ausreichend Platz für Bücher und weitere Schulmaterialien.	00:01:57.0819854	2022-02-21T15:04:06.0099041+01:00
0d22de7fb80a37190609f517722c7ea3	1-778051c2d02b007a668be09f95573c2f	description	wardrobe-7	34c4b4169948532468e848c36d202386	großer Kleiderschrank mit Holzgerüst.	Mischung aus modernem und älterem Look, im Schlafzimmer zu verorten.	00:03:22.1972687	2022-02-21T15:13:25.9836749+01:00
0d22de7fb80a37190609f5177245b748	1-260629d5260f6cf80c3dbeb7322ef6eb	description	hobby-9	2a9ddca5eb578d86031f1ab0e2561fdd	10 teilige Buchreihe mit goldenene Details und goldener Beschriftung auf dunkelgrünem Band.	Dunkelgrüne Buchreihe aus 10 Teilen mit goldener Beschriftung und goldenen Details. Sicherlich viele Seiten.	00:02:38.4938339	2022-02-21T15:23:37.0429036+01:00
0d55083ae4dae9557f372286bec7e831	1-ed6091dd774e320f11c511ae0224c5b4	description	cabinet-12	9ba5948e03764fd58e407bb6b863be48	Kleiner Schuhschrank aus Holz mit einfacher, abgerundeter Form in grauer Farbe mit vier Beinen und Schiebetüren.	Nicht-ansprechende Ästethik im 70er, 80er Jahre Stil in einem unschönen Farbton.	00:09:38.2284714	2022-02-24T12:40:54.0344529+01:00
11d860de25e8d6bc6b691f1d250d01d0	1-dd13d13bdd9167c4843ea3e729217220	description	desk-9	ab35e1e97d64e0a0333ca2b4bed6778c	Zweistöckiger Holzschreibtisch mit kleiner Ablagefläche oben sowie großer Arbeitsfläche. Sichtschutz auf allen drei Seiten.	Mittleres Preissegment. Rechteckiges langweiliges Design. .	00:03:11.6600879	2022-02-21T19:02:01.7566407+01:00
11d860de25e8d6bc6b691f1d2510cbd3	1-ac6ada81285cf72c1b9c773b36d03cf8	description	chair-13	6a3687ada6d62ca7b69f8849d68dae7a	Schalenstuhl aus schwarzem Leder und schwarzen Füße.	Sehr eleganter, hochwertiger und moderner Schalenstuhl der ideal in ein großes offenes Esszimmer passt. .	00:03:16.4968952	2022-02-21T19:03:26.4537725+01:00
11d860de25e8d6bc6b691f1d252e48c2	1-2f8d7191cfcca14573632abab403d436	description	decoration-10	6a3687ada6d62ca7b69f8849d68dae7a	Marmorstatue mit dem Kopf von Albert Einstein auf einem Podest und einer Plakette mit der Aufschrift E=mc².	Nicht sonderlich hochwertig verarbeiteter Marmor, mit wenig Details deshalb billig und sie steht vermutlich im Büro eines Direktors einer Mittelschule.	00:03:18.0961096	2022-02-21T19:12:04.4280747+01:00
11d860de25e8d6bc6b691f1d253db947	1-0c05649f0a60aae0c055e7d32f88f7f5	description	stool-10	ab35e1e97d64e0a0333ca2b4bed6778c	Sitzhocker mit drei Holzbeinen und zylinderförmigem Polsterkissen. Hexagonales Muster auf Zylindermantel. Graue Zylinderoberfläche.	Modernes Dreibein mit hippen Farben und minimalistischer Optik.	00:02:32.2057245	2022-02-21T19:17:06.7543227+01:00
11d860de25e8d6bc6b691f1d2554d660	1-7b7fee19fa7bad39eb39977e56da0647	description	shelf-11	6a3687ada6d62ca7b69f8849d68dae7a	Asymmetrisches Wandregal aus Holz mit verschiedenen Büchern, Vasen und einem Magnolien-Ast in einer Holzvase.	Sehr modernes Wandregal mit einer schönen ausgeglichenen Auswahl an Büchern und Dekoobjekten. Perfekt für ein Arbeitszimmer.	00:03:29.4967239	2022-02-21T19:25:14.2663+01:00
11d91aafbd2edaf086445f1227118ef7	1-9eded38b7a7200b8d46bc092d8a93cc6	description	couch-8	34c4b4169948532468e848c36d202386	Couch bestehend aus zwei zueinander rechtwinkligen Holzplatten als Sitzfläche und Rückenlehne und zwei Holzplatten an den Seiten als Abschluss .	klare Kanten und Ecken = modern, wirkt insgesamt ungemütlich, da z.B. Armlehne nicht gepolstert ist.	00:05:28.3882539	2022-02-21T14:50:30.7366227+01:00
11da4c01c55ef910bc7af5a090c9a8f2	1-168aaebdce4d1793678848233b12de4b	description	cabinet-6	2a9ddca5eb578d86031f1ab0e2561fdd	Grüner Schrank mit oben 6 Fächern und unten 2 Türen, silberne Beschläge und Griffe. .	Zweckmäßiger aber altmodischer grüner Holzschrank mit 6 gleichgroßen Fächern und 2 Türen. .	00:02:49.3343597	2022-02-21T14:51:49.6039567+01:00
11da4c01c55ef910bc7af5a090e307fc	1-4bd7ff975594b1a5933a2da34ab9063e	description	decoration-8	2a9ddca5eb578d86031f1ab0e2561fdd	Porzelan Vase mit Blauem Blumenmuster und abnehmbarem Deckel.	Die urnenähnliche Vase mit blauen Schnörkeln und abnehmbarem Deckel findet sich vermutlich im Haushalt älterer Menschen oder Sammler wieder.	00:01:37.4387205	2022-02-21T15:02:08.9279187+01:00
11da4c01c55ef910bc7af5a090f1d3ba	1-4ac009fcbba4b66e5830353c2fef3206	description	shelf-8	34c4b4169948532468e848c36d202386	Buchregal in kantiger Form einer Sprechblase.	Kantiges Design = modernes Design, wahrscheinlich das Reagl eines Studenten (man beachte die Bücher)	00:02:23.6604988	2022-02-21T15:07:20.3756102+01:00
126f3d88205ecaec2238b42093c73871	1-9a483e1c35e62de5a01df3969681a401	description	desk-15	faea44cd149a0df864133d0a45a5a6e8	Schreibtisch aus Metallunterbau und Holz Platte und Kabelverkleidung.	Unauffälliger Schreibtisch ohne herausragende Eigenschaften.	00:00:59.9984170	2022-02-19T14:48:52.3160781+01:00
12a88213427ad565721c7923f1170b9e	1-6cdacd49e6adc1c7e6f3daaa7f500da3	description	diningtable-13	2f90f56090b736bf056f394ea057f524	Blauer Tisch aus Metall. Ovale Form.	Einfach mit auffallender Farbe.	00:00:49.1535594	2022-02-18T14:38:13.5324718+01:00
12a88213427ad565721c7923f1660fab	1-8ab569a35d817fd1064839a73a2291ea	description	wardrobe-13	2f90f56090b736bf056f394ea057f524	Schrank aus dunklem Holz in Form eines Kleides. Mit 4 Schubladen und Knopfgriffen.	Wirkt modern aber unpraktisch, da die Form wenig Platz in den Schubladen bietet.	00:27:45.7400212	2022-02-18T15:13:28.3636891+01:00
13e95072abb0f239a0d3f138dd3e4943	1-ba9c7ad774bdd50ce4af70666287e1a5	description	cabinet-2	15f2e8857a087b993fcaf84691d77383	weißer Schrank, mit vielen Türen und Schubladen angehlehnt an Apothekerschrank mit Arbeitsplatte aus Stein sowie Öffnung in der Mitte.	Praktikabilität im Vordergrund, wahrscheinlich eher teurereres Möbelstück.	00:03:04.7888059	2022-02-11T15:30:21.0842159+01:00
13e95072abb0f239a0d3f138dd54fa93	1-195a51c8cb35d8546bffda2b2d8d1bbc	description	decoration-2	15f2e8857a087b993fcaf84691d77383	32-Seitige Annäherung an Kugel aus Papier/Pappe, mit aufgedruckter Weltkarte und Länderbezeichnungen in englischer Sprache, nicht coloriert.	vlt. eine günstige Lampe oder als einfacher Dego-Gegenstand genutzt, durch Papier-Material sehr fragil und empfindlich für falsche Handhabung.	00:03:41.8931305	2022-02-11T15:38:54.7570838+01:00
13e95072abb0f239a0d3f138dd628ec1	1-3365b95888429a677f195168b57de75b	description	electronics-2	15f2e8857a087b993fcaf84691d77383	Plattenspieler mit geöffneter Abdeckung ohne eingelegter Schallplatte. Viele Dreher und Einstellmöglichkeiten.	war mal teure Technik. Viel Plastik, wird aber alles noch funktionieren. Für Vintage-Messen wie gemacht.	00:01:31.6257544	2022-02-11T15:44:41.0923322+01:00
13e95072abb0f239a0d3f138dd66a7a2	1-d31e5d54bc68c140fe7fc2b26febf6b6	description	hobby-2	15f2e8857a087b993fcaf84691d77383	Staffelei aus Metall mit unbemalter großer Leinwand sowie Tisch mit zusätzlichen Regalen und Ablagen mit Farben, Pinseln und anderen Malutensilien.	Profi-Malereitgerät, das alles noch sehr unbenutzt aussieht. .	00:01:54.7664884	2022-02-11T15:46:35.8588206+01:00
14ba8399cca14328580453c09908139b	1-23f6bfe013eb423bb27863a317445df0	description	decoration-6	995dda9a92325ca868dc5420a3831d30	Dekoratives einförmiges Objekt, gehalten in goldenem Standfußsockel, Sockel halt 3 Füße, goldfarbene Verzierungen auf roter Fläche des Objekts.	Wirkt sehr edel und teuer, passt in Büros des Vatikan oder auf teurer Schreibtische von Ministern, Diplomaten, etc. Herkunft: Vatikan, teuer.	00:03:14.7360341	2022-02-20T22:23:52.5012126+01:00
15fcd6c53fb0bce3dee69211457a309a	1-8e8e80e1851eb5a3c127a4b44b9386a8	description	electronics-12	cf6b00d23e22b8bfa5355f8223b71589	Propellerförmiger, weißer Tischventilator mit 3 Geschwindigkeitsstufen und zuschaltbarer Schwenkfunktion.	Alter Tischventilator, der seine beste Zeit hinter sich hat. Das Design wirkt nicht retro, sondern einfach alt.	00:04:21.4762470	2022-02-21T21:43:07.2491734+01:00
184904a0bf11922baf6f9dd172e8e4eb	1-d94f00bd6913118faea35a2acb19574f	description	decoration-3	1a2faea07948961247f074c2e8228881	Dekoelement, Fischskulptur auf Holzwürfel,	moderne Fischskulptur, braucht viel Platz, wirkt teuer, gute edle Oberfläche.	00:02:23.7640134	2022-02-11T17:33:40.5187484+01:00
184904a0bf11922baf6f9dd172f024b9	1-1cb2270b2749bc1156c23283459a34b9	description	diningtable-3	1a2faea07948961247f074c2e8228881	brauner Tisch, rechteckige Form, durchgehend furniert, einfarbig.	Esszimmertisch, schlichtes, einfaches Design, .	00:02:20.5484923	2022-02-11T17:38:17.6667907+01:00
19beb4707973e85c5951e96089dc6024	1-e12d2851ccbde26602eb7f7a257edb1d	description	desk-1	bb2981a82e4fbe7d429c55c612513229	Ein dunkelblauer, holzener Schreibtisch mit jeweils vier Schubladen an der rechten und linken Vorderseiten und einer mittleren Schublade.	Ein teurer, edel aussehender Schreibtisch mit viel Stauraum in den Schubladen und viel Platz auf der Schreiboberfläche. Gehört zu edlen Büros.	00:03:42.4041183	2022-02-20T13:55:44.7412895+01:00
1a2faea07948961247f074c2e851db94	1-9b686c634be05c13a13624a7845ac240	description	bench-3	1a2faea07948961247f074c2e8228881	Sitzbank, rechteckig, Kleinmöbel, schwarze Kunststoffpolsterung, silberfarbige Metallunterkonstruktion, stabile Ausführung,  .	puristisches Sitzmöbel, einfache Ausführung, ohne Ästhetik, Zweckmöbel,zeitloser Stil mit auffallendem Stahlrahmen .	00:05:50.6693986	2022-02-11T17:17:30.7926036+01:00
1b2fec21ff8ce2ffba1433afef038719	1-034a22e4be396ea94755c97f4f2ccf0d	description	couch-12	f5c88d1c4299d4ce63e37b8a53e5629f	großes blauschwarzes Sofa mit verstellbarer Kopflehne und verlängerter Sitzfläche. Zudme ein rotes Kissen.	Das Sofa sieht sehr gemütlich aus und passt gut ins Wohnzimmer. Mir gefällt das Verlängerte Stück wodurch man sich hinlegen kann.	00:02:25.4642753	2022-02-18T12:56:07.7126616+01:00
1b2fec21ff8ce2ffba1433afef0916aa	1-a1bda677b3377079440722acd6482f98	description	decoration-11	f5c88d1c4299d4ce63e37b8a53e5629f	3 Scheiben eines Baumstamms welche scheinbar willkürlich angeordnet sind.	Nicht sicher, ob es sich um ein Möbelstück handelt. Passt wenn dann nur in manche Wohnungen.	00:01:58.1972703	2022-02-18T12:58:05.9099319+01:00
1b2fec21ff8ce2ffba1433afef153ff0	1-7c09ad2565be23382aa89f4c212ed96d	description	electronics-11	f5c88d1c4299d4ce63e37b8a53e5629f	VR Brille mit Kopfbefestigung.	VR Brille sieht Teuer aus, nicht für jede Zielgruppe geeignet, dennoch sehr interressant.	00:01:14.5168333	2022-02-18T13:04:07.2210721+01:00
1b2fec21ff8ce2ffba1433afef3636ac	1-8ee3d421312aba1794552653dd9e1748	description	diningtable-12	c106b5213702f43ace910834c3b53771	Esstisch mit weiser Platte und Gestell mit Füßen aus dunklem Holz .	schickes Designer Möbelstück, mittlere Preisklasse.	00:01:44.9346273	2022-02-18T13:18:07.5669044+01:00
1cb588ec3e1c93c423423fb52c109dbc	1-73421471ff3fa15a13350a0e7b49f6b2	description	chair-10	4666698fed33ba12866241e987bd78f2	Stuhl, monofarben, Metallgestänge. Stoffkissen.	Billiges Stuhlmodel mit einzelner Textur. Wirkt nicht sonderlich stabil oder gemütlich.	00:02:56.9254477	2022-02-14T17:32:16.271039+01:00
1d8e746ccee0cfb07020e021b5802d32	1-e7448e1cd57fb3b15288e284a79eef01	description	chest-12	c106b5213702f43ace910834c3b53771	Rote/Braune Holzkomode, mit drei größeren und drei kleineren Schubladen, stehend auf einem Gestell aus dunkelgrauem Metall.	Moderes Design ohne viel verziehrung, mittlere buis teuer Preisklasse.	00:03:22.5523453	2022-02-18T12:50:43.080363+01:00
1d8e746ccee0cfb07020e021b5a4fd19	1-6e204646857984b71b13e3352ffc7d0a	description	hobby-11	f5c88d1c4299d4ce63e37b8a53e5629f	Tischtennisplatte mit grüner Spielfläche, einem Netz und 2 Schlägern.	Ein sehr praktischer Gegenstnad, der sich zusammenklappen lässt und einen immer zu einer spontanen Runde Tischtennis motiviert.	00:03:37.7793284	2022-02-18T13:07:45.0004005+01:00
1d8e746ccee0cfb07020e021b5deb943	1-e98e8033bb93efa67f605422768d91b5	description	tableware-13	c106b5213702f43ace910834c3b53771	dunkles Geschirr-Set mit zum teil violetten Umrandungen.	Modernes Design und gut für schicke anlässe, teuer.	00:03:38.6199434	2022-02-18T13:33:50.8615664+01:00
1e57ba3fddc705461207f9ed2a583cde	1-ddf7aa116926ba90bae3577b4f3949f6	description	chest-1	78ae0ae7bd9acce02df866c30bbfcb60	hölzerne Kommode, naturbelassen.	zum Verstauen von Kleidung. Gebräuchlicher Gegenstand in dem Schlafzimmer. Sockenbunker.	00:01:27.8568747	2022-02-18T18:36:58.000131+01:00
1f8179d2487e1e63aa7d29bc3a202ddc	1-4efb13b5aff53f9d6992e651439966e8	description	hobby-6	995dda9a92325ca868dc5420a3831d30	Skateboard, Oberseite anthrazitfarben, Unterseite rosa, lila Räder.	Farbenfrohes Skateboard für junge Mädchen, Herkunft: USA, Preis: 120€.	00:01:49.9944464	2022-02-20T22:44:09.3622065+01:00
1f99b2d861c6d0e05832f9d83d23582f	1-632ca52bc6e4336b47b6e2b154e1fe38	description	shelf-11	f5c88d1c4299d4ce63e37b8a53e05216	Wandregal mit drei Ebenen aus Holz.  Eingearbeitete Holzvase. Design-Mittelstück aus Einzelbrettern. .	Bücherregal. Komplizierte Ausführung für ein einfaches Produkt. Designprodukt, daher hochpreisig. Hochwertiges Holz, auch deswegen teuer.	00:03:04.3212363	2022-02-18T13:22:31.867364+01:00
1f99b2d861c6d0e05832f9d83d291a6c	1-f4ff84f39e60d84133089fdec3dd1293	description	hobby-8	c106b5213702f43ace910834c3b53771	Schwarzes Klavier, mit güldenen Fußpedalen im Moderen still.	Sehr Teures Klavier wie für Profis.	00:03:17.2188838	2022-02-18T13:25:28.6219929+01:00
1f99b2d861c6d0e05832f9d83d2cbd8b	1-2c1e692678a52f04498cd0cbec82f452	description	shelf-12	c106b5213702f43ace910834c3b53771	Wandregal mit drei ablageflächen aus Holz, Rahmen aus rotem Metall .	schlicht und doch praktisches regal für das Wohnzimmer, mittlere Preisklasse.	00:01:46.9852055	2022-02-18T13:27:15.6071984+01:00
1f99b2d861c6d0e05832f9d83dbf2f17	1-9784f547f8d6121c65278f142a293e65	description	chest-15	2f90f56090b736bf056f394ea057f524	Kommode aus dunklem Holz mit Metallgriffen. 4 Schubladen die unterste ist schmaler mit 2 Griffen. Schnitzereien in den Schubladen.	Sieht schön aus durch die Schnitzereien. Wirkt aber etwas älter.	00:02:05.0227533	2022-02-18T14:30:43.559231+01:00
1f99b2d861c6d0e05832f9d83dc4a913	1-9cc8ec7e3262c9f335cc0056a8555be3	description	couch-13	2f90f56090b736bf056f394ea057f524	Gepolsteres Sofa mit Rückenlehne und Metallfüßen/Gestell. Geschwungene Form. 2 Grautöne.	Wirkt modern durch die Form und die verschiedenen Grautöne.	00:00:03.4124104	2022-02-18T14:32:29.0266281+01:00
221844ad86a706798ddf3e4690ef7e95	1-b74eccb30e84df1d761bdb93fd7919c7	description	bench-1	78ae0ae7bd9acce02df866c30bbfcb60	3-er Sitzbank aus Holz mit gepolsteter, farbiger Lehne.	semi-moderne Sitzeckbank, eher unbequem.	00:01:34.6282017	2022-02-18T18:31:32.028141+01:00
221c00265a49ee545173ecc8cbd3d1ed	1-a50824bf0d2f8cc9ad90ca80005c5f47	description	couch-14	78ae0ae7bd9acce02df866c30bbfcb60	kurviges, dunkles Ledersofa mit sichtbaren Nähte. Belegt mit drei rosa Kissen.	sperriges, klobiges Sofa.	00:02:43.0519911	2022-02-18T18:39:41.0521221+01:00
2370d63ca097a08df7de78656c492810	2-865943c19bf9d9b4ee2db653280e49d1	description	chest-5	df96c9018605226aa30227b813f29e15	hellbraune Holzkommode mit vier Schubladen und dunklem Deckel. verspielte Verzierung im unteren Teil und an den Füßen.	Kommode für Socken und Unterwäsche.	00:01:18.9928664	2022-02-12T17:04:41.2367165+01:00
242ee1d5579f65f69c164b6abab2d338	1-811d71b20650cc093afa212faad85031	description	stool-9	2a9ddca5eb578d86031f1ab0e2561fdd	Sechseckiger Hocker mit grünem Polster auf Metallgestell.	Retro Hocker mit sechseckiger Sitzfläche und dunkelgrünem Stoffbezug. Metallgestell. Sieht unbequem und wackelig aus.	00:02:05.6021567	2022-02-21T15:27:20.4008849+01:00
2566274656e128923f77ae1759701ef9	1-5d676e1e61b9e0aed29da30cd17bbe93	description	desk-2	b34dd6dd3b4d4d3a4ee82e67a755be60	Ein Schreibtisch mit schwarzer Tischplatte und Metallgestell.	Ein elegant wirkender Schreibtisch mit schwarzer Tischplatte und modern designtem Metallgestell. Könnte günstig sein, oder auch übertrieben teuer.	00:04:41.1077957	2022-02-20T15:08:34.7320183+01:00
26e7da5a5c74d748ed8f2e37df853c86	1-3ad611773e4e0595486587c3c11f3b2f	description	electronics-7	26e7da5a5c74d748ed8f2e37df2f5816	Altes Radiogerät mit Holzkorpus, Lautsprecher links hinter Hölzernen Stäben, Zwei dunkle Drehknöpfe, abgegriffener Aufkleber auf der Rückseite.	Sammlerstück aus einer anderen Zeit, funktioniert noch und bietet kristallklaren Musikgenuss. .	00:04:08.1604295	2022-02-13T16:37:38.972648+01:00
